"Date","Open","High","Low","Close","Volume","OpenInt"
05/17/1999,96.68800,96.68800,96.68800,96.68800,1,7060
05/18/1999,97.18800,97.43800,96.43800,96.78100,1052,6953
05/19/1999,96.90600,97.59400,96.90600,97.56200,460,6692
05/20/1999,97.46900,97.46900,97.31200,97.34400,21,6405
05/21/1999,97.34400,97.96900,97.34400,97.75000,540,6595
05/24/1999,97.59400,98.06200,97.59400,97.90600,5,6598
05/25/1999,97.87500,97.87500,97.87500,97.87500,4,6599
05/26/1999,97.87500,97.96900,97.37500,97.40600,8,6603
05/27/1999,96.84400,96.84400,96.84400,96.84400,1999,8203
05/28/1999,97.06200,97.06200,97.06200,97.06200,200,8203
06/01/1999,95.68800,95.78100,95.56200,95.78100,30,8203
06/02/1999,95.87500,95.87500,95.87500,95.87500,900,8273
06/03/1999,95.93800,95.93800,95.81200,95.81200,175,8273
06/04/1999,95.84400,96.09400,95.59400,95.81200,60,8106
06/07/1999,95.87500,95.87500,95.84400,95.84400,0,8106
06/08/1999,95.34400,95.34400,95.34400,95.34400,4,8108
06/09/1999,95.18800,95.18800,95.18800,95.18800,0,8108
06/10/1999,94.71900,94.71900,94.71900,94.71900,806,7510
06/11/1999,93.65600,93.65600,93.65600,93.65600,204,7510
06/14/1999,94.18800,94.18800,94.12500,94.12500,106,7218
06/15/1999,94.31200,94.53100,94.09400,94.09400,213,7320
06/16/1999,94.93800,94.93800,94.28100,94.34400,114,7369
06/17/1999,95.21900,95.75000,95.21900,95.71900,256,7529
06/18/1999,95.59400,95.59400,95.37500,95.37500,52,7528
06/21/1999,94.81200,94.81200,94.75000,94.75000,5,7532
06/22/1999,94.68800,94.68800,94.37500,94.40600,1,7532
06/23/1999,93.84400,93.96900,93.56200,93.78100,274,7592
06/24/1999,93.78100,93.78100,93.03100,93.31200,88,7659
06/25/1999,93.53100,93.53100,93.53100,93.53100,0,7659
06/28/1999,94.31200,94.31200,94.31200,94.31200,0,7659
06/29/1999,94.53100,94.75000,94.53100,94.71900,2,7659
06/30/1999,94.65600,95.62500,94.28100,95.59400,2,7659
07/01/1999,95.00000,95.31200,94.71900,95.31200,109,7668
07/02/1999,95.62500,95.62500,95.62500,95.62500,109,7668
07/06/1999,95.15600,95.15600,95.15600,95.15600,5,7668
07/07/1999,95.00000,95.00000,94.84400,95.00000,327,7670
07/08/1999,94.68800,95.84400,94.68800,95.84400,1605,9170
07/09/1999,96.37500,96.37500,95.59400,95.75000,731,9470
07/12/1999,95.81200,97.06200,95.81200,96.87500,3113,12356
07/13/1999,96.90600,97.46900,96.81200,97.06200,1192,13085
07/14/1999,96.65600,96.90600,96.62500,96.75000,378,13223
07/15/1999,96.53100,96.87500,96.53100,96.84400,1,13223
07/16/1999,97.15600,97.25000,96.90600,97.12500,160,13243
07/19/1999,97.15600,97.31200,97.09400,97.09400,1259,14103
07/20/1999,97.25000,97.25000,97.25000,97.25000,730,13762
07/21/1999,96.96900,97.09400,96.84400,97.00000,730,13762
07/23/1999,95.75000,95.75000,95.43800,95.59400,336,14346
07/26/1999,95.03100,95.56200,95.03100,95.53100,209,14573
07/27/1999,95.68800,95.78100,95.50000,95.75000,2127,16216
07/28/1999,95.75000,95.75000,95.75000,95.75000,105,16216
07/29/1999,95.06200,95.31200,94.75000,95.31200,52,16233
07/30/1999,94.65600,94.87500,94.65600,94.87500,47,16215
08/02/1999,94.81200,94.81200,94.37500,94.81200,824,15979
08/03/1999,94.84400,94.84400,94.56200,94.56200,383,16353
08/04/1999,95.00000,95.00000,94.71900,94.75000,2484,17775
08/05/1999,95.06200,95.09400,95.00000,95.03100,1600,18922
08/06/1999,93.87500,93.87500,93.87500,93.87500,214,18922
08/09/1999,93.50000,93.59400,93.34400,93.34400,534,19225
08/10/1999,93.37500,93.37500,93.06200,93.21900,134,19198
08/11/1999,93.28100,93.56200,93.00000,93.56200,822,19917
08/12/1999,93.71900,93.71900,93.21900,93.21900,1454,21068
08/13/1999,93.84400,94.09400,93.84400,94.03100,1817,22506
08/16/1999,93.87500,94.12500,93.87500,93.96900,2212,23960
08/17/1999,94.56200,94.71900,94.56200,94.71900,86,23913
08/18/1999,94.59400,94.84400,94.59400,94.84400,45,23886
08/19/1999,94.56200,95.03100,94.56200,94.59400,45,23886
08/23/1999,94.68800,94.78100,94.68800,94.78100,55,24714
08/24/1999,95.21900,95.21900,95.03100,95.18800,55,24714
08/26/1999,96.18800,96.37500,96.06200,96.31200,247,28642
08/27/1999,95.87500,96.00000,95.25000,95.25000,826,29285
08/30/1999,95.15600,95.25000,94.06200,94.12500,1380,29091
08/31/1999,94.46900,94.50000,93.59400,93.93800,294,30792
09/01/1999,93.96900,94.28100,93.93800,93.96900,1824,31251
09/02/1999,93.53100,93.53100,93.18800,93.21900,2249,32059
09/03/1999,93.50000,94.56200,93.50000,94.50000,2277,33336
09/07/1999,94.40600,94.43800,93.78100,93.81200,967,34175
09/08/1999,93.81200,94.12500,93.56200,94.00000,3272,34490
09/09/1999,93.65600,93.68800,93.53100,93.53100,95,34149
09/10/1999,94.18800,94.43800,94.15600,94.28100,771,34742
09/13/1999,93.90600,94.06200,93.90600,93.96900,858,35084
09/14/1999,94.15600,94.15600,92.87500,93.28100,598,35188
09/15/1999,93.93800,93.93800,93.31200,93.46900,481,35451
09/16/1999,93.78100,93.81200,93.62500,93.81200,302,35534
09/17/1999,94.31200,94.31200,94.18800,94.31200,333,35588
09/20/1999,94.40600,94.40600,94.03100,94.03100,633,36106
09/21/1999,93.78100,94.03100,93.56200,93.87500,858,36523
09/22/1999,94.00000,94.09400,93.81200,94.06200,1173,36848
09/23/1999,94.06200,94.87500,93.93800,94.78100,632,37088
09/24/1999,95.28100,95.75000,95.00000,95.65600,4206,39684
09/27/1999,95.28100,95.40600,94.87500,94.93800,779,39695
09/28/1999,95.15600,95.15600,94.31200,94.34400,1182,39968
09/29/1999,94.34400,94.34400,93.50000,93.50000,7711,39432
09/30/1999,93.75000,94.37500,93.40600,94.28100,1332,38545
10/01/1999,93.84400,93.87500,93.00000,93.18800,4752,39566
10/04/1999,93.43800,93.84400,93.34400,93.81200,783,39104
10/05/1999,93.75000,93.87500,92.71900,92.81200,4742,41034
10/06/1999,92.75000,93.28100,92.75000,92.96900,2327,39143
10/07/1999,92.84400,93.21900,92.53100,92.93800,426,39124
10/08/1999,93.18800,93.75000,92.81200,92.93800,2355,40588
10/12/1999,92.62500,92.68800,92.31200,92.59400,5295,38905
10/13/1999,92.78100,92.78100,91.90600,91.96900,4054,39567
10/14/1999,92.03100,92.06200,91.31200,91.62500,10049,41384
10/15/1999,91.84400,92.31200,91.15600,92.28100,13752,44937
10/18/1999,92.31200,92.46900,91.78100,91.84400,10062,47669
10/19/1999,91.71900,92.21900,91.37500,91.43800,3815,48188
10/20/1999,91.43800,91.56200,91.09400,91.50000,4795,49063
10/21/1999,91.78100,91.96900,91.21900,91.31200,2723,49705
10/22/1999,91.46900,91.56200,91.18800,91.31200,1682,49645
10/25/1999,91.03100,91.43800,90.71900,91.37500,5085,52498
10/26/1999,91.37500,91.56200,91.12500,91.25000,1874,53507
10/27/1999,91.21900,91.90600,91.21900,91.87500,5889,57338
10/28/1999,91.75000,92.81200,91.75000,92.68800,3001,57478
10/29/1999,92.75000,94.06200,92.71900,94.03100,9290,58835
11/01/1999,93.78100,93.81200,93.37500,93.62500,2255,59554
11/02/1999,93.68800,94.25000,93.50000,94.06200,4915,60901
11/03/1999,93.78100,94.46900,93.68800,94.06200,14692,63842
11/04/1999,94.28100,94.75000,94.25000,94.65600,10237,65662
11/05/1999,94.59400,95.62500,94.50000,95.21900,10870,69149
11/08/1999,95.00000,95.12500,94.93800,95.03100,11873,72793
11/09/1999,95.06200,95.15600,94.78100,95.03100,15394,75683
11/10/1999,95.09400,95.31200,94.34400,94.81200,38376,106360
11/12/1999,95.12500,95.78100,95.12500,95.62500,38376,106360
11/16/1999,95.93800,96.31200,95.34400,95.46900,30149,116673
11/17/1999,95.43800,95.43800,94.62500,94.78100,41869,127326
11/18/1999,94.87500,95.00000,94.28100,94.53100,83905,158314
11/19/1999,94.56200,94.81200,94.37500,94.59400,69919,185804
11/22/1999,94.56200,94.68800,94.12500,94.34400,99469,234089
11/23/1999,94.28100,94.56200,94.21900,94.28100,124576,275224
11/24/1999,94.28100,94.37500,93.84400,94.06200,109381,318193
11/26/1999,93.68800,93.90600,93.62500,93.68800,61492,341017
11/29/1999,93.75000,93.87500,92.50000,92.71900,425054,416232
11/30/1999,92.78100,93.40600,92.62500,93.06200,357254,448694
12/01/1999,93.03100,93.06200,92.25000,92.81200,365943,475600
