"Date","Open","High","Low","Close","Volume","OpenInt"
06/27/2000,96.68750,96.75000,96.68750,96.75000,0,0
06/28/2000,96.40625,96.40625,96.40625,96.40625,0,1
06/29/2000,97.43750,97.43750,97.43750,97.43750,0,1
06/30/2000,97.28125,97.28125,97.28125,97.28125,0,1
07/03/2000,97.62500,97.62500,97.62500,97.62500,0,1
07/05/2000,97.65625,97.65625,97.65625,97.65625,0,1
07/06/2000,97.15625,97.15625,97.15625,97.15625,0,1
07/07/2000,97.59375,97.59375,97.59375,97.59375,0,1
07/10/2000,97.50000,97.50000,97.50000,97.50000,0,1
07/11/2000,97.50000,97.50000,97.50000,97.50000,0,1
07/12/2000,97.46875,97.46875,97.46875,97.46875,0,1
07/13/2000,98.37500,98.37500,98.37500,98.37500,0,1
07/14/2000,97.46875,97.46875,97.46875,97.46875,0,1
07/17/2000,96.84375,96.84375,96.84375,96.84375,0,1
07/18/2000,96.87500,96.87500,96.87500,96.87500,0,1
07/19/2000,96.84375,96.84375,96.84375,96.84375,0,1
07/20/2000,98.40625,98.40625,98.40625,98.40625,0,1
07/21/2000,98.62500,98.62500,98.62500,98.62500,0,1
07/24/2000,98.37500,98.37500,98.37500,98.37500,0,1
07/25/2000,98.46875,98.46875,98.46875,98.46875,0,1
07/26/2000,98.37500,98.37500,98.37500,98.37500,0,1
07/27/2000,98.87500,98.87500,98.87500,98.87500,0,1
07/28/2000,98.65625,98.65625,98.65625,98.65625,0,1
07/31/2000,98.46875,98.46875,98.46875,98.46875,25,25
08/01/2000,98.84375,98.84375,98.84375,98.84375,0,25
08/02/2000,98.93750,98.93750,98.93750,98.93750,0,25
08/03/2000,99.28125,99.28125,99.28125,99.28125,0,25
08/04/2000,99.59375,99.59375,99.59375,99.59375,0,25
08/07/2000,99.21875,99.21875,99.21875,99.21875,0,25
08/08/2000,99.59375,99.59375,99.59375,99.59375,0,25
08/09/2000,99.75000,99.75000,99.75000,99.75000,0,25
08/10/2000,100.03125,100.03125,100.03125,100.03125,0,25
08/11/2000,99.65625,99.65625,99.65625,99.65625,0,25
08/14/2000,100.00000,100.00000,100.00000,100.00000,0,25
08/15/2000,99.75000,99.75000,99.75000,99.75000,0,25
08/16/2000,99.50000,99.50000,99.50000,99.50000,0,25
08/17/2000,99.81250,99.81250,99.81250,99.81250,0,25
08/18/2000,100.18750,100.18750,100.18750,100.18750,0,25
08/21/2000,99.96875,99.96875,99.96875,99.96875,0,25
08/22/2000,100.06250,100.09375,100.06250,100.09375,6,30
08/23/2000,100.46875,100.46875,100.46875,100.46875,15,40
08/24/2000,100.50000,100.56250,100.50000,100.56250,5,45
08/25/2000,100.53125,100.53125,100.53125,100.53125,0,45
08/28/2000,99.93750,99.93750,99.93750,99.93750,0,45
08/29/2000,99.62500,99.62500,99.62500,99.62500,0,45
08/30/2000,99.75000,99.75000,99.75000,99.75000,0,45
08/31/2000,100.21875,100.46875,100.21875,100.46875,10,55
09/01/2000,100.62500,100.62500,100.62500,100.62500,0,55
09/05/2000,100.65625,100.65625,100.65625,100.65625,0,55
09/06/2000,100.09375,100.09375,100.09375,100.09375,0,55
09/07/2000,100.09375,100.09375,99.87500,99.87500,4,59
09/08/2000,100.15625,100.15625,100.15625,100.15625,0,59
09/11/2000,99.75000,99.75000,99.75000,99.75000,0,59
09/12/2000,99.62500,99.62500,99.62500,99.62500,0,59
09/13/2000,99.90625,99.90625,99.90625,99.90625,0,59
09/14/2000,99.09375,99.09375,99.09375,99.09375,0,59
09/15/2000,98.21875,98.21875,98.21875,98.21875,0,59
09/18/2000,97.71875,97.71875,97.71875,97.71875,4,59
09/19/2000,97.90625,97.90625,97.90625,97.90625,0,59
09/20/2000,97.43750,97.43750,97.43750,97.43750,0,59
09/21/2000,97.93750,97.93750,97.93750,97.93750,0,59
09/22/2000,97.96875,97.96875,97.96875,97.96875,0,59
09/25/2000,98.15625,98.15625,98.15625,98.15625,0,59
09/26/2000,98.62500,98.62500,98.62500,98.62500,0,59
09/27/2000,98.18750,98.18750,98.18750,98.18750,0,59
09/28/2000,98.34375,98.34375,98.34375,98.34375,0,59
09/29/2000,98.50000,98.50000,98.50000,98.50000,3,62
10/02/2000,97.68750,97.93750,97.68750,97.93750,3,64
10/03/2000,97.71875,97.71875,97.71875,97.71875,187,64
10/04/2000,97.81250,97.81250,97.65625,97.65625,8,70
10/05/2000,98.12500,98.12500,98.12500,98.12500,1,70
10/06/2000,98.71875,98.71875,98.71875,98.71875,1,70
10/10/2000,99.00000,99.00000,99.00000,99.00000,1,70
10/11/2000,99.03125,99.03125,99.03125,99.03125,1,70
10/12/2000,99.31250,99.31250,99.31250,99.31250,1,70
10/13/2000,99.34375,99.34375,99.34375,99.34375,1,70
10/16/2000,99.15625,99.15625,99.15625,99.15625,1,70
10/17/2000,99.93750,99.93750,99.93750,99.93750,1,70
10/18/2000,99.87500,99.87500,99.87500,99.87500,1,70
10/19/2000,100.09375,100.09375,100.09375,100.09375,1,70
10/20/2000,100.50000,100.50000,100.50000,100.50000,1,70
10/23/2000,101.09375,101.09375,101.09375,101.09375,1,70
10/24/2000,100.68750,100.68750,100.68750,100.68750,1,70
10/25/2000,100.31250,100.31250,100.15625,100.21875,9,79
10/26/2000,100.37500,100.37500,100.37500,100.37500,1,79
10/27/2000,100.28125,100.28125,100.28125,100.28125,1,79
10/30/2000,100.21875,100.21875,100.21875,100.21875,1,79
10/31/2000,99.71875,99.71875,99.71875,99.71875,1,79
11/01/2000,99.90625,99.90625,99.90625,99.90625,1,79
11/02/2000,99.81250,99.81250,99.81250,99.81250,1,79
11/03/2000,98.81250,98.81250,98.81250,98.81250,70,134
11/06/2000,98.53125,98.53125,98.53125,98.53125,0,84
11/07/2000,98.37500,98.53125,98.37500,98.53125,2,86
11/08/2000,98.81250,98.81250,98.81250,98.81250,1,86
11/09/2000,99.15625,99.15625,99.15625,99.15625,1,86
11/10/2000,98.96875,98.96875,98.96875,98.96875,1,86
11/13/2000,99.43750,99.43750,99.43750,99.43750,1,86
11/14/2000,99.78125,99.78125,99.78125,99.78125,1,86
11/15/2000,100.25000,100.25000,100.25000,100.25000,1,86
11/16/2000,100.50000,100.50000,100.50000,100.50000,1,86
11/17/2000,100.18750,100.18750,100.18750,100.18750,175,144
11/20/2000,100.34375,100.34375,100.34375,100.34375,0,134
11/21/2000,100.59375,100.59375,100.59375,100.59375,0,134
11/22/2000,101.71875,101.71875,101.71875,101.71875,0,144
11/24/2000,101.40625,101.40625,101.40625,101.40625,0,144
11/27/2000,101.15625,101.15625,101.15625,101.15625,0,134
11/28/2000,101.50000,101.50000,101.50000,101.50000,34,150
11/29/2000,101.75000,101.75000,101.75000,101.75000,15,165
11/30/2000,102.56250,102.56250,102.56250,102.56250,10,160
12/01/2000,101.96875,101.96875,101.96875,101.96875,25,185
